scientific_name,ebird_code,common_name,alpha
Trigonocorypha unicolor,,,
Trigonocranus emmeae,,,
Trimeresurus stejnegeri,,,
Trimerotropis verruculata,,,
Tringa brevipes,gyttat1,Grey-tailed Tattler,GTTA
Tringa erythropus,spored,Spotted Redshank,SPRE
Tringa flavipes,lesyel,Lesser Yellowlegs,LEYE
Tringa glareola,woosan,Wood Sandpiper,WOSA
Tringa guttifer,norgre1,Nordmann's Greenshank,
Tringa incana,wantat1,Wandering Tattler,WATA
Tringa melanoleuca,greyel,Greater Yellowlegs,GRYE
Tringa nebularia,comgre,Common Greenshank,COMG
Tringa ochropus,grnsan,Green Sandpiper,GRSA
Tringa semipalmata,willet1,Willet,WILL
Tringa solitaria,solsan,Solitary Sandpiper,SOSA
Tringa stagnatilis,marsan,Marsh Sandpiper,MASA
Tringa totanus,comred1,Common Redshank,CREH
Triprion petasatus,,,
Trismarcha sirius,,,
Trochalopteron affine,blflau1,Black-faced Laughingthrush,
Trochalopteron austeni,brclau1,Brown-capped Laughingthrush,
Trochalopteron chrysopterum,asslau1,Assam Laughingthrush,
Trochalopteron elliotii,elllau1,Elliot's Laughingthrush,
Trochalopteron erythrocephalum,chclau2,Chestnut-crowned Laughingthrush,
Trochalopteron formosum,rewlau1,Red-winged Laughingthrush,
Trochalopteron henrici,prhlau1,Brown-cheeked Laughingthrush,
Trochalopteron imbricatum,bhulau1,Bhutan Laughingthrush,
Trochalopteron lineatum,strlau1,Streaked Laughingthrush,
Trochalopteron melanostigma,sielau1,Silver-eared Laughingthrush,
Trochalopteron milnei,retlau1,Red-tailed Laughingthrush,
Trochalopteron morrisonianum,whwlau1,White-whiskered Laughingthrush,
Trochalopteron peninsulae,mallau1,Malayan Laughingthrush,
Trochalopteron squamatum,blwlau1,Blue-winged Laughingthrush,
Trochalopteron subunicolor,scalau1,Scaly Laughingthrush,
Trochalopteron variegatum,varlau1,Variegated Laughingthrush,
Trochalopteron virgatum,strlau3,Striped Laughingthrush,
Trochilus polytmus,stream2,Red-billed Streamertail,RBST
Trochilus scitulus,stream3,Black-billed Streamertail,BBST
Trochocercus cyanomelas,afcfly1,Blue-mantled Crested Flycatcher,
Trochocercus nitens,bhcfly1,Blue-headed Crested Flycatcher,
Troglodytes aedon,houwre,Northern House Wren,NHWR
Troglodytes beani,houwre3,Cozumel Wren,COWR
Troglodytes cobbi,houwre5,Cobb's Wren,
Troglodytes hiemalis,winwre3,Winter Wren,WIWR
Troglodytes mesoleucus,houwre8,St. Lucia Wren,SLWR
Troglodytes monticola,samwre1,Santa Marta Wren,
Troglodytes musculus,houwre4,Southern House Wren,SHOW
Troglodytes ochraceus,ochwre1,Ochraceous Wren,OCWR
Troglodytes pacificus,pacwre1,Pacific Wren,PAWR
Troglodytes rufociliatus,rubwre2,Rufous-browed Wren,RBWW
Troglodytes rufulus,tepwre1,Tepui Wren,
Troglodytes sissonii,socwre2,Socorro Wren,SOCW
Troglodytes solstitialis,mouwre1,Mountain Wren,
Troglodytes tanneri,clawre1,Clarion Wren,CLWR
Troglodytes troglodytes,winwre4,Eurasian Wren,
Trogon bairdii,baitro1,Baird's Trogon,BATR
Trogon caligatus,gartro1,Gartered Trogon,GATR
Trogon chionurus,whttro1,White-tailed Trogon,WTAT
Trogon chrysochloros,bkttro4,Atlantic Black-throated Trogon,
Trogon citreolus,cittro1,Citreoline Trogon,CITR
Trogon clathratus,lattro1,Lattice-tailed Trogon,LTTR
Trogon collaris,coltro1,Collared Trogon,COTR
Trogon comptus,buttro1,Choco Trogon,
Trogon curucui,blctro1,Blue-crowned Trogon,
Trogon elegans,eletro,Elegant Trogon,ELTR
Trogon massena,slttro1,Slaty-tailed Trogon,STTR
Trogon melanocephalus,blhtro1,Black-headed Trogon,BHTR
Trogon melanurus,blttro1,Black-tailed Trogon,BTAT
Trogon mesurus,bkttro2,Ecuadorian Trogon,
Trogon mexicanus,moutro1,Mountain Trogon,MOTR
Trogon personatus,mastro1,Masked Trogon,
Trogon ramonianus,viotro3,Amazonian Trogon,
Trogon rufus,bkttro6,Amazonian Black-throated Trogon,BTHT
Trogon surrucura,surtro1,Surucua Trogon,
Trogon tenellus,bkttro7,Graceful Black-throated Trogon,
Trogon violaceus,viotro2,Guianan Trogon,
Trogon viridis,gnbtro1,Green-backed Trogon,
Tropicoperdix chloropus,scbpar1,Green-legged Partridge,
Tropidacris cristata,,,
Tropidopola cylindrica,,,
Truck,,,
Trugon terrestris,tbgpig2,Thick-billed Ground Pigeon,
Truljalia hibinonis,,,
Truljalia versicolor,,,
Trumpet,,,
Truxalis siamensis,,,
Tryella burnsi,,,
Tryella castanea,,,
Tryella ochra,,,
Tryella rubra,,,
Tryella willsi,,,
Tryella wuggubun,,,
Trypocopris vernalis,,,
Trypoxylon politum,,,
Tunchiornis ochraceiceps,tacgre1,Ochre-crowned Greenlet,TCGR
Tupaia belangeri,,,
Tupaia glis,,,
Tupaia javanica,,,
Turacoena manadensis,wfcdov1,White-faced Cuckoo-Dove,
Turacoena modesta,slacud1,Black Cuckoo-Dove,
Turacoena sulaensis,sulcud2,Sula Cuckoo-Dove,
Turanogryllus eous,,,
Turanogryllus lateralis,,,
Turanogryllus rufoniger,,,
Turdinus atrigularis,btwbab1,Black-throated Wren-Babbler,
Turdinus macrodactylus,lawbab1,Large Wren-Babbler,
Turdinus marmoratus,mawbab1,Marbled Wren-Babbler,
Turdoides atripennis,capbab1,Capuchin Babbler,
Turdoides bicolor,sopbab1,Southern Pied Babbler,
Turdoides gilberti,wtmbab1,White-throated Mountain Babbler,
Turdoides gymnogenys,bacbab1,Bare-cheeked Babbler,
Turdoides hartlaubii,harbab1,Hartlaub's Babbler,
Turdoides hindei,hipbab1,Hinde's Babbler,
Turdoides hypoleuca,norpib1,Northern Pied Babbler,
Turdoides jardineii,armbab1,Arrow-marked Babbler,
Turdoides leucopygia,whrbab2,White-rumped Babbler,
Turdoides melanops,bkfbab1,Black-faced Babbler,
Turdoides nipalensis,spibab1,Spiny Babbler,
Turdoides plebejus,brobab1,Brown Babbler,
Turdoides reinwardtii,blabab2,Blackcap Babbler,
Turdoides rufocinctus,rcmbab1,Red-collared Babbler,
Turdoides sharpei,bklbab1,Black-lored Babbler,
Turdoides squamulata,scabab2,Scaly Babbler,
Turdoides tenebrosa,dusbab2,Dusky Babbler,
Turdus abyssinicus,abythr1,Abyssinian Thrush,
Turdus albicollis,whnrob1,White-necked Thrush,
Turdus albocinctus,whcbla1,White-collared Blackbird,
Turdus amaurochalinus,crbthr1,Creamy-bellied Thrush,
Turdus arthuri,bkbthr3,Campina Thrush,
Turdus assimilis,whtrob1,White-throated Thrush,WTTH
Turdus atrogularis,datthr1,Black-throated Thrush,
Turdus aurantius,whcthr1,White-chinned Thrush,WCTH
Turdus bewsheri,comthr1,Comoro Thrush,
Turdus boulboul,gywbla1,Grey-winged Blackbird,
Turdus cardis,japthr1,Japanese Thrush,
Turdus celaenops,izuthr1,Izu Thrush,
Turdus chiguanco,chithr1,Chiguanco Thrush,
Turdus chrysolaus,brhthr1,Brown-headed Thrush,
Turdus dissimilis,blbthr2,Black-breasted Thrush,
Turdus eremita,trithr1,Tristan Thrush,
Turdus eunomus,dusthr2,Dusky Thrush,DUTH
Turdus falcklandii,austhr1,Austral Thrush,
Turdus feae,gysthr1,Grey-sided Thrush,
Turdus flavipes,yelthr1,Yellow-legged Thrush,
Turdus fulviventris,chbthr2,Chestnut-bellied Thrush,
Turdus fumigatus,cocthr1,Cocoa Thrush,COCT
Turdus fuscater,grethr1,Great Thrush,
Turdus grayi,clcrob,Clay-colored Thrush,CCTH
Turdus haplochrous,unithr1,Unicolored Thrush,
Turdus hauxwelli,hauthr1,Hauxwell's Thrush,
Turdus helleri,taithr1,Taita Thrush,
Turdus hortulorum,gybthr1,Grey-backed Thrush,
Turdus ignobilis,blbthr1,Black-billed Thrush,
Turdus iliacus,redwin,Redwing,REDW
Turdus infuscatus,blarob1,Black Thrush,BLTH
Turdus jamaicensis,whethr1,White-eyed Thrush,WETH
Turdus kessleri,whbthr2,White-backed Thrush,
Turdus lawrencii,lawthr1,Lawrence's Thrush,
Turdus leucomelas,pabthr1,Pale-breasted Thrush,
Turdus leucops,paethr1,Pale-eyed Thrush,
Turdus lherminieri,forthr1,Forest Thrush,FOTH
Turdus libonyana,kurthr1,Kurrichane Thrush,
Turdus litsitsirupa,grothr1,Groundscraper Thrush,
Turdus ludoviciae,somthr1,Somali Thrush,
Turdus maculirostris,ecuthr1,Ecuadorian Thrush,
Turdus mandarinus,chibla1,Chinese Blackbird,
Turdus maranonicus,marthr2,Maranon Thrush,
Turdus maximus,tibbla1,Tibetan Blackbird,
Turdus menachensis,yemthr1,Yemen Thrush,
Turdus merula,eurbla,Common Blackbird,EUBB
Turdus migratorius,amerob,American Robin,AMRO
Turdus mupinensis,chithr2,Chinese Thrush,
Turdus murinus,bkbthr4,Pantepui Thrush,
Turdus naumanni,dusthr1,Naumann's Thrush,NATH
Turdus nigrescens,soorob1,Sooty Thrush,SOOT
Turdus nigriceps,slathr2,Andean Slaty Thrush,
Turdus niveiceps,islthr24,Taiwan Thrush,
Turdus nudigenis,baerob1,Spectacled Thrush,SPTH
Turdus obscurus,eyethr,Eyebrowed Thrush,EYTH
Turdus obsoletus,pavthr1,Pale-vented Thrush,PVTH
Turdus olivaceofuscus,satthr1,Sao Tome Thrush,
Turdus olivaceus,olithr2,Olive Thrush,
Turdus olivater,blhthr1,Black-hooded Thrush,
Turdus pallidus,palthr1,Pale Thrush,
Turdus pelios,afrthr1,African Thrush,
Turdus philomelos,sonthr1,Song Thrush,SOTH
Turdus pilaris,fieldf,Fieldfare,FIEL
Turdus plebejus,mourob1,Mountain Thrush,MOTH
Turdus plumbeus,relthr1,Western Red-legged Thrush,RLTH
Turdus poliocephalus,norist1,Tasman Sea Island Thrush,
Turdus reevei,plbthr2,Plumbeous-backed Thrush,
Turdus roehli,usathr1,Usambara Thrush,
Turdus rubrocanus,chethr1,Chestnut Thrush,
Turdus ruficollis,retthr1,Red-throated Thrush,
Turdus rufitorques,rucrob1,Rufous-collared Thrush,RCRO
Turdus rufiventris,rubthr1,Rufous-bellied Thrush,
Turdus rufopalliatus,rubrob,Rufous-backed Thrush,RBRO
Turdus sanchezorum,hauthr3,Varzea Thrush,
Turdus serranus,glbthr1,Glossy-black Thrush,
Turdus simillimus,eurbla2,Indian Blackbird,
Turdus smithi,karthr1,Karoo Thrush,
Turdus subalaris,slathr3,Blacksmith Thrush,
Turdus swalesi,lasthr1,La Selle Thrush,LSTH
Turdus tephronotus,abethr1,Bare-eyed Thrush,
Turdus torquatus,rinouz1,Ring Ouzel,
Turdus turdoides,sulthr1,Sulawesi Thrush,
Turdus unicolor,ticthr1,Tickell's Thrush,
Turdus viscivorus,misthr1,Mistle Thrush,MITH
Turdus xanthorhynchus,prithr1,Principe Thrush,
Turnix castanotus,chbbut2,Chestnut-backed Buttonquail,
Turnix hottentottus,hotbut1,Fynbos Buttonquail,
Turnix maculosus,rebbut2,Red-backed Buttonquail,
Turnix melanogaster,blbbut2,Black-breasted Buttonquail,
Turnix nanus,hotbut3,Black-rumped Buttonquail,
Turnix nigricollis,madbut1,Madagascar Buttonquail,
Turnix ocellatus,spobut2,Spotted Buttonquail,
Turnix pyrrhothorax,recbut1,Red-chested Buttonquail,
Turnix suscitator,barbut1,Barred Buttonquail,
Turnix sylvaticus,smabut2,Common Buttonquail,
Turnix tanki,yelbut1,Yellow-legged Buttonquail,
Turnix varius,paibut,Painted Buttonquail,
Turnix velox,litbut1,Little Buttonquail,
Turpilia rostrata,,,
Tursiops truncatus,,,
Turtur abyssinicus,bbwdov1,Black-billed Wood Dove,
Turtur afer,bswdov1,Blue-spotted Wood Dove,
Turtur brehmeri,bhwdov1,Blue-headed Wood Dove,
Turtur chalcospilos,eswdov1,Emerald-spotted Wood Dove,
Turtur tympanistria,tamdov1,Tambourine Dove,
Tutelina elegans,,,
Tychaedon barbata,misrob1,Miombo Scrub Robin,
Tychaedon coryphoeus,kasrob2,Karoo Scrub Robin,
Tychaedon leucosticta,fosrob1,Forest Scrub Robin,
Tychaedon quadrivirgata,besrob1,Bearded Scrub Robin,
Tychaedon signata,brsrob1,Brown Scrub Robin,
Tylas eduardi,tylvan1,Tylas Vanga,
Tylopsis lilifolia,,,
Tylosis puncticollis,,,
Tympanistalna gastrica,,,
Tympanophyllum arcufolium,,,
Tympanuchus cupido,grpchi,Greater Prairie Chicken,GRPC
Tympanuchus pallidicinctus,lepchi,Lesser Prairie Chicken,LEPC
Tympanuchus phasianellus,shtgro,Sharp-tailed Grouse,STGR
Typewriter,,,
Typing,,,
Tyranneutes stolzmanni,dwtman1,Dwarf Tyrant-Manakin,
Tyranneutes virescens,titman1,Tiny Tyrant-Manakin,
Tyranniscus cinereiceps,ashtyr1,Ashy-headed Tyrannulet,
Tyranniscus nigrocapillus,blctyr1,Black-capped Tyrannulet,
Tyranniscus uropygialis,tartyr1,Tawny-rumped Tyrannulet,
Tyrannopsis sulphurea,sulfly1,Sulphury Flycatcher,
Tyrannulus elatus,yectyr1,Yellow-crowned Tyrannulet,YCTY
Tyrannus albogularis,whtkin1,White-throated Kingbird,
Tyrannus caudifasciatus,logkin,Loggerhead Kingbird,LOKI
Tyrannus couchii,coukin,Couch's Kingbird,COKI
Tyrannus crassirostris,thbkin,Thick-billed Kingbird,TBKI
Tyrannus cubensis,giakin1,Giant Kingbird,GIKI
Tyrannus dominicensis,grykin,Grey Kingbird,GRAK
Tyrannus forficatus,sctfly,Scissor-tailed Flycatcher,STFL
Tyrannus melancholicus,trokin,Tropical Kingbird,TRKI
Tyrannus niveigularis,sntkin1,Snowy-throated Kingbird,
Tyrannus savana,fotfly,Fork-tailed Flycatcher,FTFL
Tyrannus tyrannus,easkin,Eastern Kingbird,EAKI
Tyrannus verticalis,weskin,Western Kingbird,WEKI
Tyrannus vociferans,caskin,Cassin's Kingbird,CAKI
Tyto alba,webowl1,Western Barn Owl,
Tyto capensis,afgowl1,African Grass Owl,
Tyto deroepstorffi,barowl5,Andaman Masked Owl,
Tyto furcata,brnowl,American Barn Owl,ABOW
Tyto glaucops,asfowl1,Ashy-faced Owl,AFOW
Tyto inexspectata,minowl1,Minahasa Masked Owl,
Tyto javanica,eabowl1,Eastern Barn Owl,
Tyto longimembris,ausgro1,Eastern Grass Owl,
Tyto nigrobrunnea,talowl1,Taliabu Masked Owl,
Tyto novaehollandiae,aumowl1,Australasian Masked Owl,
Tyto rosenbergii,sulowl1,Sulawesi Masked Owl,
Tyto sororcula,,,
Tyto soumagnei,marowl1,Red Owl,
Tyto tenebricosa,sooowl1,Sooty Owl,
Uperodon taprobanicus,,,
Uperodon variegatus,,,
Uperoleia arenicola,,,
Uperoleia crassa,,,
Uperoleia fusca,,,
Uperoleia laevigata,,,
Uperoleia lithomoda,,,
Uperoleia littlejohni,,,
Uperoleia minima,,,
Uperoleia rugosa,,,
Uperoleia trachyderma,,,
Uperoleia tyleri,,,
Upucerthia albigula,whtear1,White-throated Earthcreeper,
Upucerthia dumetaria,sctear1,Scale-throated Earthcreeper,
Upucerthia saturatior,pafear1,Patagonian Forest Earthcreeper,
Upucerthia validirostris,bubear2,Buff-breasted Earthcreeper,
Upupa epops,hoopoe,Common Hoopoe,EHOO
Upupa marginata,madhoo1,Madagascar Hoopoe,
Uraeginthus angolensis,bubcor1,Blue Waxbill,
Uraeginthus bengalus,reccor,Red-cheeked Cordon-bleu,
Uraeginthus cyanocephalus,blccor1,Blue-capped Cordon-bleu,
Uranomitra franciae,andeme1,Andean Emerald,
Uratelornis chimaera,ltgrol1,Long-tailed Ground Roller,
Uria aalge,commur,Common Murre,COMU
Uria lomvia,thbmur,Thick-billed Murre,TBMU
Urile pelagicus,pelcor,Pelagic Cormorant,PECO
Urile penicillatus,bracor,Brandt's Cormorant,BRAC
Urile urile,refcor,Red-faced Cormorant,RFCO
Urochroa bougueri,whthil2,Rufous-gaped Hillstar,
Urochroa leucura,whthil3,Green-backed Hillstar,
Urocissa caerulea,formag1,Taiwan Blue Magpie,
Urocissa erythroryncha,rbbmag,Red-billed Blue Magpie,
Urocissa flavirostris,gobmag1,Yellow-billed Blue Magpie,
Urocissa ornata,ceymag1,Sri Lanka Blue Magpie,
Urocissa whiteheadi,whwmag1,White-winged Magpie,
Urocitellus armatus,,,
Urocitellus beldingi,,,
Urocitellus columbianus,,,
Urocitellus elegans,,,
Urocitellus parryii,,,
Urocitellus richardsonii,,,
Urocitellus undulatus,,,
Urocolius indicus,refmou1,Red-faced Mousebird,
Urocolius macrourus,blnmou1,Blue-naped Mousebird,
Urocynchramus pylzowi,przros1,Przevalski's Finch,
Urocyon cinereoargenteus,,,
Urocyon littoralis,,,
Urodynamis taitensis,lotkoe1,Long-tailed Koel,
Uroglaux dimorpha,paphao1,Papuan Hawk-Owl,
Urolais epichlorus,grnlon1,Green Longtail,
Urolestes melanoleucus,magshr1,Magpie Shrike,
Uromenus agarenus,,,
Uromenus annae,,,
Uromenus bonneti,,,
Uromenus brevicollis,,,
Uromenus dyrrhachiacus,,,
Uromenus elegans,,,
Uromenus finoti,,,
Uromenus galvagnii,,,
Uromenus innocentii,,,
Uromenus maroccanus,,,
Uromenus robustus,,,
Uromenus rugosicollis,,,
Uromenus siculus,,,
Uromenus tobboganensis,,,
Uromyias agilis,agitit1,Agile Tit-Tyrant,
Uromyias agraphia,unstit1,Unstreaked Tit-Tyrant,
Uropelia campestris,ltgdov1,Long-tailed Ground Dove,
Uropsalis lyra,lytnig1,Lyre-tailed Nightjar,
Uropsalis segmentata,swtnig1,Swallow-tailed Nightjar,
Uropsila leucogastra,whbwre1,White-bellied Wren,WBWR
Urosphena squameiceps,asistu1,Asian Stubtail,
Urosphena subulata,timstu1,Timor Stubtail,
Urosphena whiteheadi,borstu1,Bornean Stubtail,
Urosticte benjamini,pubwhi1,Purple-bibbed Whitetip,
Urosticte ruficrissa,ruvwhi1,Rufous-vented Whitetip,
Urothraupis stolzmanni,bbbtan1,Black-backed Bush Tanager,
Urotriorchis macrourus,lothaw1,Long-tailed Hawk,
Ursus americanus,,,
Ursus arctos,,,
Ursus maritimus,,,
Ursus thibetanus,,,
Urva fusca,,,
Uvarovistia satunini,,,
Vagitanus terminalis,,,
Vandijkophrynus angusticeps,,,
Vandijkophrynus gariepensis,,,
Vanellus albiceps,whhlap1,White-crowned Lapwing,
Vanellus armatus,blaplo1,Blacksmith Lapwing,
Vanellus chilensis,soulap1,Southern Lapwing,SOLA
Vanellus cinereus,gyhlap1,Grey-headed Lapwing,
Vanellus coronatus,crolap1,Crowned Lapwing,
Vanellus crassirostris,lotlap1,Long-toed Lapwing,
Vanellus duvaucelii,rivlap1,River Lapwing,
Vanellus gregarius,soclap1,Sociable Lapwing,
Vanellus indicus,rewlap1,Red-wattled Lapwing,
Vanellus leucurus,whtlap1,White-tailed Lapwing,
Vanellus lugubris,senlap1,Senegal Lapwing,
Vanellus malabaricus,yewlap2,Yellow-wattled Lapwing,
Vanellus melanocephalus,spblap1,Spot-breasted Lapwing,
Vanellus melanopterus,blwlap1,Black-winged Lapwing,
Vanellus miles,maslap1,Masked Lapwing,
Vanellus resplendens,andlap1,Andean Lapwing,
Vanellus senegallus,watlap1,African Wattled Lapwing,
Vanellus spinosus,spwlap1,Spur-winged Lapwing,
Vanellus superciliosus,brclap1,Brown-chested Lapwing,
Vanellus tectus,blhlap1,Black-headed Lapwing,
Vanellus tricolor,banlap1,Banded Lapwing,
Vanellus vanellus,norlap,Northern Lapwing,NOLA
Vanessa atalanta,,,
Vanessa cardui,,,
Vanga curvirostris,hobvan1,Hook-billed Vanga,
Varecia rubra,,,
Varecia variegata,,,
Varitrella bakeri,,,
Varitrella glabra,,,
Vauriella albigularis,negjuf1,White-throated Jungle Flycatcher,
Vauriella goodfellowi,minjuf1,Slaty-backed Jungle Flycatcher,
Vauriella gularis,eyjfly1,Eyebrowed Jungle Flycatcher,
Vauriella insignis,rufjuf1,White-browed Jungle Flycatcher,
Vehicle,,,
Vehicle_horn_and_car_horn_and_honking,,,
Velarifictorus acutilobus,,,
Velarifictorus aspersus,,,
Velarifictorus beybienkoi,,,
Velarifictorus brevifrons,,,
Velarifictorus grylloides,,,
Velarifictorus horridus,,,
Velarifictorus micado,,,
Velarifictorus ornatus,,,
Velarifictorus sulcifrons,,,
Velarifictorus tenepalpus,,,
Veles binotatus,bronig1,Brown Nightjar,
Venustria superba,,,
Vermivora chrysoptera,gowwar,Golden-winged Warbler,GWWA
Vermivora cyanoptera,buwwar,Blue-winged Warbler,BWWA
Verreauxia africana,afrpic1,African Piculet,
Vespa crabro,,,
Vespa velutina,,,
Vespula atropilosa,,,
Vespula germanica,,,
Vespula maculifrons,,,
Vespula squamosa,,,
Vichetia oblongicollis,,,
Vicugna vicugna,,,
Vidua camerunensis,camind1,Cameroon Indigobird,
Vidua chalybeata,vilind,Village Indigobird,
Vidua codringtoni,greind1,Zambezi Indigobird,
Vidua fischeri,sttwhy1,Straw-tailed Whydah,
Vidua funerea,varind1,Dusky Indigobird,
Vidua hypocherina,stbwhy1,Steel-blue Whydah,
Vidua interjecta,ltpwhy1,Exclamatory Paradise Whydah,
Vidua larvaticola,bakind1,Barka Indigobird,
Vidua macroura,pitwhy,Pin-tailed Whydah,PTWH
Vidua maryae,jopind1,Jos Plateau Indigobird,
Vidua obtusa,btpwhy1,Broad-tailed Paradise Whydah,
Vidua orientalis,nopwhy1,Sahel Paradise Whydah,
Vidua paradisaea,eapwhy1,Long-tailed Paradise Whydah,
Vidua purpurascens,purind1,Purple Indigobird,
Vidua raricola,jamind1,Jambandu Indigobird,
Vidua regia,shtwhy1,Shaft-tailed Whydah,
Vidua wilsoni,pawind1,Wilson's Indigobird,
Vietanna orientalis,,,
Vini australis,blclor2,Blue-crowned Lorikeet,
Vini kuhlii,kuhlor1,Kuhl's Lorikeet,
Vini margarethae,duclor1,Duchess Lorikeet,
Vini meeki,meelor1,Meek's Lorikeet,
Vini palmarum,pallor1,Palm Lorikeet,
Vini peruviana,blulor1,Blue Lorikeet,
Vini rubrigularis,reclor1,Red-chinned Lorikeet,
Vini solitaria,collor1,Collared Lory,
Vini stepheni,stelor1,Stephen's Lorikeet,
Vini ultramarina,ultlor1,Ultramarine Lorikeet,
Vipera aspis,,,
Vipera berus,,,
Vireo altiloquus,bkwvir,Black-whiskered Vireo,BWVI
Vireo atricapilla,bkcvir1,Black-capped Vireo,BCVI
Vireo bairdi,cozvir1,Cozumel Vireo,COVI
Vireo bellii,belvir,Bell's Vireo,BEVI
Vireo brevipennis,slavir1,Slaty Vireo,SLVI
Vireo caribaeus,stavir1,San Andres Vireo,SAVI
Vireo carmioli,yewvir1,Yellow-winged Vireo,YWVI
Vireo cassinii,casvir,Cassin's Vireo,CAVI
Vireo chivi,chivir1,Chivi Vireo,
Vireo crassirostris,thbvir,Thick-billed Vireo,TBVI
Vireo flavifrons,yetvir,Yellow-throated Vireo,YTVI
Vireo flavoviridis,yegvir,Yellow-green Vireo,YGVI
Vireo gilvus,warvir,Warbling Vireo,WAVI
Vireo gracilirostris,norvir1,Noronha Vireo,
Vireo griseus,whevir,White-eyed Vireo,WEVI
Vireo gundlachii,cubvir1,Cuban Vireo,CUVI
Vireo huttoni,hutvir,Hutton's Vireo,HUVI
Vireo hypochryseus,golvir1,Golden Vireo,GOVI
Vireo latimeri,purvir1,Puerto Rican Vireo,PRVI
Vireo leucophrys,brcvir1,Brown-capped Vireo,BCAV
Vireo magister,yucvir,Yucatan Vireo,YUVI
Vireo masteri,chovir1,Choco Vireo,
Vireo modestus,jamvir1,Jamaican Vireo,JAVI
Vireo nanus,flbvir1,Flat-billed Vireo,FBVI
Vireo nelsoni,dwavir1,Dwarf Vireo,DWVI
Vireo olivaceus,reevir1,Red-eyed Vireo,REVI
Vireo osburni,blmvir1,Blue Mountain Vireo,BMVI
Vireo pallens,manvir1,Mangrove Vireo,MAVI
Vireo philadelphicus,phivir,Philadelphia Vireo,PHVI
Vireo plumbeus,plsvir,Plumbeous Vireo,PLVI
Vireo sclateri,tepgre1,Tepui Vireo,
Vireo solitarius,buhvir,Blue-headed Vireo,BHVI
Vireo vicinior,gryvir,Grey Vireo,GRVI
Vireolanius eximius,ybsvir1,Yellow-browed Shrike-Vireo,YBSV
Vireolanius leucotis,scsvir1,Slaty-capped Shrike-Vireo,
Vireolanius melitophrys,cssvir1,Chestnut-sided Shrike-Vireo,CSSV
Vireolanius pulchellus,grsvir1,Green Shrike-Vireo,GRSV
Viriacca insularis,,,
Viriacca modesta,,,
Viriacca viridis,,,
Vitreorana parvula,,,
Vitreorana ritae,,,
Vitreorana uranoscopa,,,
Vittagaeana paviei,,,
Volatinia jacarina,blbgra1,Blue-black Grassquit,BGRA
Vombatus ursinus,,,
Vulpes chama,,,
Vulpes corsac,,,
Vulpes lagopus,,,
Vulpes rueppellii,,,
Vulpes vulpes,,,
Vulpes zerda,,,
Vultur gryphus,andcon1,Andean Condor,
Walk_and_footsteps,,,
Water,,,
Water_tap_and_faucet,,,
Waves_and_surf,,,
Wetmorethraupis sterrhopteron,orttan1,Orange-throated Tanager,
Whispering,,,
Whoosh_and_swoosh_and_swish,,,
Wild_animals,,,
Willisornis poecilinotus,scbant3,Common Scale-backed Antbird,
